"SP","CHROM","START","END"
"Dlabr","LG1B",1191230,1192216
"Dlabr","LG11",23904702,23914005
"Dlabr","LG10",19945637,19950460
"Dlabr","LG18-21",4013625,4018876
"Dlabr","LG24",5354379,5375501
"Dlabr","LG7",18549232,18556013
"Dlabr","UN",81729459,81734822
"Dlabr","LG20",113422,115044
"Dlabr","LG17",8354642,8355965
"Dlabr","LG10",15904966,15908376
"Dlabr","LG1B",16273017,16274183
"Dlabr","LG20",26843631,26854190
"Dlabr","LG14",12969783,12971818
"Dlabr","LG11",5864634,5891051
"Dlabr","LG6",21321388,21333347
"Dlabr","LG2",16689840,16694883
"Dlabr","LGx",5256047,5260153
"Dlabr","LG10",15288359,15293189
"Dlabr","LG9",3522643,3524872
"Dlabr","LG22-25",13420879,13429271
"Dlabr","LG19",8875565,8878215
"Dlabr","LG14",2514736,2523677
"Dlabr","LG10",9970981,9980486
"Dlabr","LG16",20464002,20483107
"Dlabr","LG18-21",8678562,8689613
"Dlabr","LG19",10773776,10809583
"Dlabr","UN",5189571,5191216
"Dlabr","LG17",13126223,13137880
"Dlabr","LG4",13160626,13165345
"Dlabr","LG11",9006331,9014643
"Dlabr","LG24",10091941,10093403
"Dlabr","LG8",3040078,3044722
"Dlabr","LG10",19476927,19480387
"Dlabr","LG13",11159885,11167743
"Dlabr","UN",53152506,53161240
"Dlabr","LG6",24152638,24158205
"Dlabr","UN",83551712,83554155
"Dlabr","UN",72688988,72694987
"Dlabr","LG5",17158028,17197813
"Dlabr","UN",47020571,47024666
"Dlabr","LG15",2393711,2398321
"Dlabr","LG11",6711118,6760139
"Dlabr","LG16",13773927,13787211
"Dlabr","LG16",13341733,13346724
"Dlabr","LG6",17420017,17430215
"Dlabr","LG1A",13123752,13126520
"Dlabr","LG24",2393788,2405397
"Dlabr","LG1B",7120018,7145850
"Dlabr","LG2",25788771,25794375
"Dlabr","UN",26905225,26909131
"Dlabr","LG18-21",9894494,9897602
"Dlabr","LG1A",26411630,26423724
"Dlabr","LG9",7044230,7047795
"Dlabr","LG8",18625022,18647179
"Dlabr","LG9",12738428,12744838
"Dlabr","LG1B",6784948,6790328
"Dlabr","LG6",7874555,7877992
"Dlabr","LG17",12003575,12007395
"Dlabr","LG15",3262005,3264397
"Dlabr","LG4",14403892,14415091
"Dlabr","LG2",5540335,5546739
"Dlabr","LG20",11553989,11567951
"Dlabr","UN",2489102,2490337
"Dlabr","LG2",18499455,18502369
"Dlabr","LG7",8565819,8567210
"Dlabr","LG14",17043686,17046749
"Dlabr","LG20",15043306,15049537
"Dlabr","LG1A",13373452,13383530
"Dlabr","LG7",17024194,17028792
"Dlabr","LG5",24477423,24479761
"Dlabr","LGx",2461705,2544023
"Dlabr","LG1A",9209426,9211300
"Dlabr","LG22-25",4117266,4128225
"Dlabr","LG1A",14300124,14303580
"Dlabr","LG14",23842492,23847170
"Dlabr","LG17",14736810,14744406
"Dlabr","LG14",24765322,24787670
"Dlabr","LGx",14972717,14984402
"Dlabr","LG6",4737647,4740481
"Dlabr","LG11",11349880,11354904
"Dlabr","LG22-25",20790703,20795928
"Dlabr","LG6",9587465,9593188
"Dlabr","LG17",2637212,2648371
"Dlabr","LG5",27740153,27746174
"Dlabr","LG1A",17055995,17059325
"Dlabr","LG2",14859644,14864274
"Dlabr","LG19",16209839,16219686
"Dlabr","LG12",15624008,15629482
"Dlabr","LG1A",17027731,17030565
"Dlabr","LG1B",7788653,7793828
"Dlabr","LG1A",18359176,18363935
"Dlabr","LG19",13047240,13054214
"Dlabr","LG1A",14794538,14797655
"Dlabr","LG12",14758539,14774754
"Dlabr","LG1A",16462128,16465375
"Dlabr","LG19",19370105,19383332
"Dlabr","LG4",26321260,26328570
"Dlabr","LG14",9537378,9541691
"Dlabr","LG5",17292993,17298324
"Dlabr","LG6",6906610,6907695
"Dlabr","LG17",16323665,16329010
"Dlabr","LG7",9979710,9983427
"Dlabr","LG2",4847850,4849205
"Dlabr","LG14",12053426,12056654
"Dlabr","LG6",20440864,20444650
"Dlabr","LG3",5926659,5928935
"Dlabr","LG20",19213892,19217168
"Dlabr","LG2",10642098,10645966
"Dlabr","LG6",13031155,13036352
"Dlabr","LG4",23244394,23248623
"Dlabr","LG2",4339201,4347058
"Dlabr","LG8",13471821,13476303
"Dlabr","LG18-21",9325073,9328087
"Dlabr","LG14",14350850,14358353
"Dlabr","LG11",24212887,24216419
"Dlabr","LG16",15211055,15214703
"Dlabr","LG17",2494363,2503468
"Dlabr","LG11",691558,697995
"Dlabr","UN",10521493,10525565
"Dlabr","LG16",1963488,1972209
"Dlabr","LGx",2877767,2881859
"Dlabr","LG5",10798125,10805059
"Dlabr","LG6",4421512,4425177
"Dlabr","LG2",14696631,14703183
"Dlabr","LG12",1800004,1808892
"Dlabr","LG19",4646250,4651288
"Dlabr","LGx",15438808,15441873
"Dlabr","LGx",11340229,11343093
"Dlabr","LG12",11541535,11543026
"Dlabr","LG20",16112469,16118559
"Dlabr","LG4",16261175,16262437
"Dlabr","LG6",13567705,13570751
"Dlabr","LG22-25",18577696,18580495
"Dlabr","LG2",24664954,24671590
"Dlabr","LG15",18334525,18356977
"Dlabr","LG2",21923645,21924706
"Dlabr","LG15",12746948,12751285
"Dlabr","LG15",2488586,2491381
"Dlabr","LG15",8169914,8175892
"Dlabr","LG2",4397360,4401122
"Dlabr","LG10",6545592,6550503
"Dlabr","LG20",7480924,7485434
"Dlabr","LG1B",10684168,10686514
"Dlabr","LG20",10380150,10391470
"Dlabr","LG7",11826459,11830983
"Dlabr","LG20",14209902,14214373
"Dlabr","LG19",15549194,15562235
"Dlabr","LG11",15888528,15894062
"Dlabr","LG9",11863008,11872870
"Dlabr","LG10",5754407,5756837
"Dlabr","LG15",15689776,15690828
"Dlabr","LG12",7412409,7414956
"Dlabr","LG15",12704004,12708626
"Dlabr","LG16",3873832,3878197
"Dlabr","LG14",18435593,18439513
"Dlabr","LG14",14899093,14901608
"Dlabr","LG5",23305860,23316339
"Dlabr","LG20",24284710,24294426
"Dlabr","LG6",1076305,1079279
"Dlabr","LG12",9043211,9050258
"Dlabr","LG19",7321867,7327021
"Dlabr","LG6",26113169,26114311
"Dlabr","UN",52206675,52213809
"Dlabr","LG8",2511303,2518085
"Dlabr","LG15",13511429,13513267
"Dlabr","LG14",19934549,19938907
"Dlabr","LG16",6103533,6106542
"Dlabr","LG5",9551145,9575260
"Dlabr","LG1A",16670108,16676883
"Dlabr","LG7",9904142,9919140
"Dlabr","LG5",11662698,11667570
"Dlabr","LG20",17536815,17541075
"Dlabr","LG19",3652982,3654007
"Dlabr","LG22-25",3245760,3298958
"Dlabr","LG2",7310270,7315520
"Dlabr","LG17",3771142,3777629
"Dlabr","LG2",11496999,11499225
"Dlabr","LG9",16466103,16469670
"Dlabr","LG6",8764552,8772302
"Dlabr","LG2",15691691,15694491
"Dlabr","LG4",8050965,8055258
"Dlabr","LG18-21",3776981,3781165
"Dlabr","LGx",2888811,2893379
"Dlabr","LG20",12812234,12820417
"Dlabr","LG17",17941147,17969971
"Dlabr","LG1B",8417069,8423846
"Dlabr","LG16",16832568,16833578
"Dlabr","LGx",7453090,7457274
"Dlabr","LG16",6935267,6936361
"Dlabr","LG9",18756262,18759525
"Dlabr","LG1A",16863297,16864490
"Dlabr","LG2",11581398,11582546
"Dlabr","LG4",19524724,19532320
"Dlabr","LG12",18274128,18285980
"Dlabr","LG1B",13719319,13722813
"Dlabr","LG10",13120139,13123592
"Dlabr","LG15",9166189,9175580
"Dlabr","LG6",12596455,12600508
"Dlabr","LG17",4190071,4195970
"Dlabr","LG22-25",1139513,1140526
"Dlabr","LG7",20588181,20592983
"Dlabr","LG15",2166859,2173505
"Dlabr","LG10",18254524,18258362
"Dlabr","LG13",15817173,15819938
"Dlabr","LG4",7006332,7009896
"Dlabr","LG6",21107723,21129850
"Dlabr","LG7",25377291,25381245
"Dlabr","LG6",8261186,8268094
"Dlabr","LG9",1064220,1068562
"Dlabr","LG16",13456658,13459677
"Dlabr","LG2",4129532,4133795
"Dlabr","LG19",9497449,9500442
"Dlabr","LG22-25",8401785,8407321
"Dlabr","LG5",26484475,26488235
"Dlabr","LG1B",6841590,6844343
"Dlabr","LG1A",6194988,6200832
"Dlabr","LG6",20817041,20828633
"Dlabr","UN",36872155,36872955
"Dlabr","LG20",4692556,4696802
"Dlabr","LG20",14215094,14217564
"Dlabr","UN",87843238,87844365
"Dlabr","LG1A",26785596,26787610
"Dlabr","LGx",3337275,3344392
"Dlabr","LG22-25",101522,106838
"Dlabr","LG4",16248961,16252643
"Dlabr","LG13",8107008,8112379
"Dlabr","UN",25486308,25487654
"Dlabr","LG13",12340117,12341907
"Dlabr","LG14",25373204,25391493
"Dlabr","LG17",2204899,2209497
"Dlabr","LG17",18830805,18862678
"Dlabr","LG1B",8565367,8569879
"Dlabr","LG5",14705199,14707439
"Dlabr","LG12",6976682,6980886
"Dlabr","LG8",22211173,22216290
"Dlabr","LG13",26289202,26291920
"Dlabr","LG3",13072159,13074502
"Dlabr","UN",1451563,1452573
"Dlabr","LG2",22708031,22719216
"Dlabr","LG11",2855367,2857778
"Dlabr","LGx",238960,240138
"Dlabr","LG17",11062920,11065931
"Dlabr","LGx",12419646,12444260
"Dlabr","LG22-25",6960959,6967509
"Dlabr","LG22-25",5570944,5575096
"Dlabr","LG9",14629573,14661678
"Dlabr","LG6",20162654,20171555
"Dlabr","LG2",24475842,24488182
"Dlabr","LG8",11041595,11042707
"Dlabr","LG18-21",7275181,7281501
"Dlabr","LG7",19480847,19483541
"Dlabr","LG5",10664330,10667339
"Dlabr","LG3",4424472,4427716
"Dlabr","LG5",5101817,5103258
"Dlabr","LG12",19793496,19795334
"Dlabr","LG12",5085567,5089276
"Dlabr","LG17",16734147,16736758
"Dlabr","LG14",17973354,17978705
"Dlabr","LG17",8411202,8414077
"Dlabr","LG10",14595540,14602304
"Dlabr","LG11",24103920,24117525
"Dlabr","LG7",11522880,11527989
"Dlabr","LG10",10810046,10813485
"Dlabr","LG16",1492721,1537710
"Dlabr","LG5",12754792,12760113
"Dlabr","LG11",9201027,9218441
"Dlabr","LG6",13094315,13095340
"Dlabr","LG14",17095464,17097545
"Dlabr","LG22-25",19934644,19937418
"Dlabr","LG2",11004393,11007613
"Dlabr","LG8",6375490,6377883
"Dlabr","LG14",11996006,11997975
"Dlabr","LG20",15362652,15368252
"Dlabr","LG7",10493707,10504717
"Dlabr","LG17",20049696,20051868
"Dlabr","LG1A",19359329,19365045
"Dlabr","LG6",13729342,13733451
"Dlabr","LG14",9311305,9319803
"Dlabr","LG12",20363921,20367004
"Dlabr","LG2",20590222,20594214
"Dlabr","LG8",21488701,21490743
"Dlabr","LG11",10557578,10561268
"Dlabr","LG14",12629522,12637079
"Dlabr","LG4",21364216,21366353
"Dlabr","LG1A",13852938,13856395
"Dlabr","LG11",9849832,9853119
"Dlabr","LG15",7931172,7936490
"Dlabr","LG19",5819379,5849177
"Dlabr","LG4",20540695,20545208
"Dlabr","LG9",8166431,8181159
"Dlabr","LG11",9568681,9572529
"Dlabr","LG2",14041411,14043299
"Dlabr","LG4",13147909,13150938
"Dlabr","LG22-25",2962118,2969199
"Dlabr","LG15",3267272,3268303
"Dlabr","LG1A",14800738,14805591
"Dlabr","LGx",12454739,12455941
"Dlabr","LG6",24384424,24395553
"Dlabr","LG20",10112600,10118332
"Dlabr","LG9",10331377,10333930
"Dlabr","LG22-25",14123012,14128254
"Dlabr","LG20",13764997,13766973
"Dlabr","LG14",28023808,28024815
"Dlabr","LG1B",10577443,10581575
"Dlabr","LG6",9503665,9507373
"Dlabr","LG7",21490407,21492744
"Dlabr","LG5",20335980,20339846
"Dlabr","LG15",2385701,2391852
"Dlabr","LG24",13422890,13431490
"Dlabr","LG7",10198330,10202450
"Dlabr","UN",19739942,19741854
"Dlabr","LG18-21",8013849,8018364
"Dlabr","LG9",10556935,10562650
"Dlabr","LG24",463598,477434
"Dlabr","LG2",12050218,12052978
"Dlabr","LG17",11624378,11625895
"Dlabr","LG22-25",14167502,14172433
"Dlabr","LG12",22139537,22154561
"Dlabr","LG11",2662604,2663542
"Dlabr","LG22-25",24571293,24572072
"Dlabr","LG19",16120657,16125108
"Dlabr","LG18-21",7554110,7559618
"Dlabr","LG4",17385394,17390919
"Dlabr","LG6",18311920,18318182
"Dlabr","LG17",16488256,16492975
"Dlabr","LG19",9515285,9518353
"Dlabr","LG11",6352277,6353589
"Dlabr","LG12",14467285,14470488
"Dlabr","LG5",12400248,12403091
"Dlabr","LG20",8221441,8223477
"Dlabr","LG19",12822707,12825754
"Dlabr","LG14",7591133,7627232
"Dlabr","LG15",11781700,11783424
"Dlabr","LG22-25",11048275,11050113
"Dlabr","LG2",5703571,5704716
"Dlabr","LG2",7575119,7579787
"Dlabr","LG10",15069594,15074537
"Dlabr","LG15",13484560,13486816
"Dlabr","LG14",14995969,14999506
"Dlabr","LG4",20901434,20903048
"Dlabr","LG22-25",11621931,11623465
"Dlabr","LG16",19439989,19441125
"Dlabr","LG19",18667113,18694087
"Dlabr","LG14",15872387,15877092
"Dlabr","LG4",1407499,1410745
"Dlabr","UN",57642295,57646493
"Dlabr","LG12",16325166,16328115
"Dlabr","LG20",4730838,4734879
"Dlabr","LG9",13865270,13876323
"Dlabr","LG7",24414032,24419903
"Dlabr","LG11",327618,330862
"Dlabr","LG14",12140255,12158910
"Dlabr","LG5",16538371,16542056
"Dlabr","LG14",9147673,9154203
"Dlabr","LG6",25628575,25634021
"Dlabr","LG2",10216613,10221347
"Dlabr","LG6",14923127,14926271
"Dlabr","LG6",7803513,7806149
"Dlabr","LG11",24184162,24190114
"Dlabr","LG8",16108501,16110917
"Dlabr","LG12",20610888,20612952
"Dlabr","LG20",9177200,9182130
"Dlabr","LG20",12041761,12056595
"Dlabr","LG9",14888701,14894305
"Dlabr","LG13",11901,13991
"Dlabr","LG1A",22223829,22226373
"Dlabr","LG5",28834998,28841222
"Dlabr","LG12",6702873,6709593
"Dlabr","LG14",28026742,28038334
"Dlabr","LG1B",12497042,12497908
"Dlabr","LG19",17787138,17794522
"Dlabr","LG8",14277992,14281823
"Dlabr","LG9",10419051,10420524
"Dlabr","LG12",10148813,10152166
"Dlabr","LG6",5991110,6029770
"Dlabr","LG3",6442833,6448289
"Dlabr","LG1B",6283026,6286506
"Dlabr","LG10",10834597,10903730
"Dlabr","LG20",17941817,17947320
"Dlabr","LG1A",18706098,18707333
"Dlabr","LG17",9799257,9802429
"Dlabr","LG9",16453622,16454865
"Dlabr","LG14",9755994,9758051
"Dlabr","LG9",8503663,8506846
"Dlabr","LG9",13801348,13814392
"Dlabr","LG6",16266565,16273874
"Dlabr","LG20",12944955,12949848
"Dlabr","LG9",11589494,11591962
"Dlabr","LG16",17609483,17612969
"Dlabr","LG13",23635470,23637201
"Dlabr","LG18-21",11068587,11071247
"Dlabr","LG14",16783687,16787513
"Dlabr","LG19",19315249,19320244
"Dlabr","LG16",9214920,9222918
"Dlabr","LG4",21283461,21286791
"Dlabr","LG12",6806526,6808873
"Dlabr","LG8",1436972,1459654
"Dlabr","LG8",4103631,4104839
"Dlabr","LG19",16539007,16541015
"Dlabr","LG16",11293293,11297562
"Dlabr","LG12",9656982,9658999
"Dlabr","LG19",14868277,14870592
"Dlabr","LG20",14186395,14189205
"Dlabr","LG13",24226928,24227884
"Dlabr","LGx",2072979,2093561
"Dlabr","LG5",20791028,20796804
"Dlabr","LG6",12337100,12339466
"Dlabr","LG14",23835946,23838613
"Dlabr","LG12",8053641,8077714
"Dlabr","LG12",1740332,1743984
"Dlabr","LG16",16835571,16850426
"Dlabr","LG22-25",16466201,16516273
"Dlabr","UN",78814874,78817671
"Dlabr","LG2",4090911,4091903
"Dlabr","LG19",6477704,6483233
"Dlabr","LG7",8714791,8717565
"Dlabr","LG7",1696568,1702766
"Dlabr","LG22-25",23251925,23262838
"Dlabr","UN",87307668,87312317
"Dlabr","LG2",5831954,5835028
"Dlabr","LG13",18138748,18148622
"Dlabr","LG1A",13887815,13890681
"Dlabr","LG13",7570740,7575844
"Dlabr","LG2",2334396,2338558
"Dlabr","LG15",25175239,25201066
"Dlabr","LG20",5595367,5599731
"Dlabr","LG7",4785675,4790613
"Dlabr","LG1B",3173511,3176127
"Dlabr","LG1B",10392903,10393952
"Dlabr","LG15",12926934,12931899
"Dlabr","LG14",14089311,14092695
"Dlabr","LG10",22401576,22404910
"Dlabr","LG7",23342370,23346061
"Dlabr","LG5",13252365,13256479
"Dlabr","LG2",12797282,12800705
"Dlabr","LG5",20254367,20257883
"Dlabr","LG15",6032030,6033316
"Dlabr","LG13",21842402,21857251
"Dlabr","LG1A",24520134,24521072
"Dlabr","LG7",1799626,1805469
"Dlabr","LG13",21173229,21175752
"Dlabr","LG2",3967692,4011112
"Dlabr","LG17",19470070,19474231
"Dlabr","LG22-25",7629953,7635342
"Dlabr","LG17",16036451,16039879
"Dlabr","LG7",15780305,15783503
"Dlabr","LG16",10101802,10106780
"Dlabr","LG9",8230625,8233766
"Dlabr","LG18-21",9101417,9104409
"Dlabr","LG20",4811633,4815512
"Dlabr","LGx",16686312,16689977
"Dlabr","LG16",19781221,19789079
"Dlabr","LGx",6620667,6622327
"Dlabr","LG4",477806,488137
"Dlabr","LG17",14768238,14775796
"Dlabr","LG13",13992761,14003424
"Dlabr","LG12",18036561,18124869
"Dlabr","LG15",20354141,20362268
"Dlabr","LG12",2631675,2636478
"Dlabr","UN",53189015,53190991
"Dlabr","LG3",6081424,6083892
"Dlabr","LG10",6726617,6730256
"Dlabr","LG13",20314766,20316975
"Dlabr","LG4",16268984,16270084
"Dlabr","LG18-21",4807734,4818864
"Dlabr","LG1B",15276522,15279177
"Dlabr","LG1B",12319478,12325370
"Dlabr","LG20",543715,544689
"Dlabr","LG10",7443280,7445540
"Dlabr","LG15",8353499,8354272
"Dlabr","LG1A",14307054,14310934
"Dlabr","LG8",5717280,5721697
"Dlabr","LG8",11020870,11024205
"Dlabr","LG1B",5451312,5454976
"Dlabr","LG20",13902412,13907103
"Dlabr","LG20",3599502,3601905
"Dlabr","LG13",18582913,18584957
"Dlabr","LG5",29186094,29190673
"Dlabr","LG1B",13771599,13871477
"Dlabr","LG2",4460906,4472305
"Dlabr","LG7",20121895,20131104
"Dlabr","LG11",11106631,11110922
"Dlabr","LG8",1381064,1383324
"Dlabr","LG20",1348995,1370737
"Dlabr","LG12",17667349,17669691
"Dlabr","LG8",3371966,3375008
"Dlabr","LG13",18063027,18068094
"Dlabr","LG1A",10897986,10900388
"Dlabr","LG16",6346410,6353583
"Dlabr","LG2",5669980,5676409
"Dlabr","LG1A",20303872,20308172
"Dlabr","LG2",4693106,4700856
"Dlabr","LG5",12748278,12750582
"Dlabr","LG14",16867686,16869695
"Dlabr","LGx",17555718,17561419
"Dlabr","LG13",18207277,18210729
"Dlabr","LG13",15042532,15047943
"Dlabr","LG22-25",19673459,19676637
"Dlabr","LG12",14749301,14751861
"Dlabr","LG6",4072111,4075173
"Dlabr","LG19",10996371,10998047
"Dlabr","LG20",25736400,25739252
"Dlabr","LG1B",5190201,5192376
"Dlabr","LG13",12892130,12897672
"Dlabr","LG17",17313054,17319317
"Dlabr","LG15",25005068,25014379
"Dlabr","LG16",9200692,9202940
"Dlabr","LG2",11510497,11521656
"Dlabr","LG17",2479809,2486278
"Dlabr","LG4",22073801,22077704
"Dlabr","LG3",6186040,6187616
"Dlabr","LG6",26585268,26592643
"Dlabr","LG1A",18707803,18711504
"Dlabr","LG7",16210637,16219460
"Dlabr","LG2",14736921,14741363
"Dlabr","LG6",17545507,17557060
"Dlabr","LG15",17160054,17166719
"Dlabr","LG8",6492333,6496220
"Dlabr","LG1A",13872745,13876472
"Dlabr","LG22-25",13438187,13440324
"Dlabr","LG20",10085235,10092072
"Dlabr","LG22-25",94038,99003
"Dlabr","LG6",21651430,21654838
"Dlabr","LG15",18259532,18260539
"Dlabr","LG16",10052562,10053685
"Dlabr","LG10",10969014,10971146
"Dlabr","LG17",14913786,14917122
"Dlabr","LG7",5335001,5338394
"Dlabr","LG4",22575391,22578508
"Dlabr","LG20",15012399,15014545
"Dlabr","LG16",11609243,11617424
"Dlabr","LG8",9925349,9929974
"Dlabr","LG8",12133568,12135361
"Dlabr","LG2",9188265,9189236
"Dlabr","LG16",20683307,20687050
"Dlabr","LG2",4496974,4499591
"Dlabr","LG10",7667001,7667849
"Dlabr","LG1A",25987221,25991992
"Dlabr","LG6",25528196,25531007
"Dlabr","LG1B",7808627,7822351
"Dlabr","UN",19821385,19823865
"Dlabr","LG15",11058120,11059709
"Dlabr","LG4",2082529,2086890
"Dlabr","LG19",6971730,6975979
"Dlabr","LG12",3886149,3922016
"Dlabr","LG1B",4122679,4125561
"Dlabr","LG4",10278053,10292992
"Dlabr","LG13",5510404,5512790
"Dlabr","UN",47597888,47600765
"Dlabr","LG4",12378653,12380623
"Dlabr","LG1B",16928828,16934805
"Dlabr","LG3",7072598,7075974
"Dlabr","LG4",13602527,13605877
"Dlabr","LG15",3139210,3142014
"Dlabr","LG11",3994326,3996242
"Dlabr","UN",73826035,73828350
"Dlabr","LG12",8464271,8465612
"Dlabr","LG9",18148262,18152400
"Dlabr","LG9",13820505,13861473
"Dlabr","LG12",13703822,13708612
"Dlabr","LG6",1935744,1937357
"Dlabr","LG3",1342595,1345415
"Dlabr","LG16",5009873,5015141
"Dlabr","LG2",6361279,6362969
"Dlabr","LG6",11083885,11085522
"Dlabr","LG22-25",16740795,16744975
"Dlabr","LG12",5319003,5321898
"Dlabr","LG11",9340543,9345057
"Dlabr","LG20",18041601,18043548
"Dlabr","LG1A",23294115,23296326
"Dlabr","LG11",3058994,3060124
"Dlabr","LG6",11052051,11057180
"Dlabr","LG24",10915308,10920427
"Dlabr","LG10",15296612,15298915
"Dlabr","LG4",16245370,16247137
"Dlabr","LG4",15480531,15486362
"Dlabr","LG16",133423,164470
"Dlabr","LG22-25",23751273,23757020
"Dlabr","UN",40034896,40036477
"Dlabr","LG17",20018629,20022092
"Dlabr","LG10",2443166,2493829
"Dlabr","UN",6390213,6398751
"Dlabr","LG1A",20793931,20833596
"Dlabr","LG7",23448515,23452280
"Dlabr","LG17",9732200,9734931
"Dlabr","LG4",13127074,13130485
"Dlabr","LG6",7548363,7551871
"Dlabr","LG18-21",3235666,3241522
"Dlabr","LG4",7784848,7788900
"Dlabr","LG8",3930293,3933589
"Dlabr","LG14",16779318,16782218
"Dlabr","LG19",16875764,16878315
"Dlabr","LG19",10992035,10995292
"Dlabr","LG6",4171176,4179171
"Dlabr","LG20",12755539,12760049
"Dlabr","LG11",4659380,4661906
"Dlabr","LG13",7386142,7387074
"Dlabr","LG12",9051586,9054271
"Dlabr","LG11",9171698,9174268
"Dlabr","LG15",9076269,9078583
"Dlabr","LG18-21",11372475,11375133
"Dlabr","LG14",12934000,12937837
"Dlabr","LG22-25",15111841,15115260
"Dlabr","LG24",6739031,6744226
"Dlabr","LG1B",10346175,10351275
"Dlabr","LG17",12586615,12593357
"Dlabr","LG13",10410671,10418116
"Dlabr","LG13",18893654,18897078
"Dlabr","LG14",6303549,6306292
"Dlabr","LG16",7671761,7673262
"Dlabr","LG22-25",17105474,17112447
"Dlabr","LG16",6065531,6071187
"Dlabr","LG20",7053448,7055955
"Dlabr","LG8",1193816,1196282
"Dlabr","LG10",20192178,20194520
"Dlabr","LG22-25",2688075,2689547
"Dlabr","LG6",13101407,13114104
"Dlabr","LG4",14544136,14578059
"Dlabr","LG1A",10880634,10887896
"Dlabr","LG1B",3151136,3153229
"Dlabr","UN",35580462,35581670
"Dlabr","LG17",14777032,14782577
"Dlabr","LG22-25",12814247,12815332
"Dlabr","LG22-25",12511786,12513044
"Dlabr","LG4",14212287,14213528
"Dlabr","LG10",14416742,14422921
"Dlabr","LG5",13576524,13580197
"Dlabr","LG10",4317860,4319043
"Dlabr","LG10",17856000,17860460
"Dlabr","LG2",10341242,10343776
"Dlabr","LG9",13180183,13183044
"Dlabr","LG3",1048709,1049680
"Dlabr","LG22-25",19576165,19578646
"Dlabr","LG9",5507519,5508907
"Dlabr","LG14",24868426,24872841
"Dlabr","LG15",12726201,12728688
"Dlabr","LG20",1845254,1873269
"Dlabr","LG22-25",18093906,18099108
"Dlabr","LG20",3641191,3643397
"Dlabr","LG1B",4517543,4519551
"Dlabr","LG13",23584249,23585121
"Dlabr","LG6",25892228,25894594
"Dlabr","LG16",22008638,22012149
"Dlabr","LG2",2259987,2260901
"Dlabr","LG7",19300711,19312930
"Dlabr","LG18-21",8021692,8026232
"Dlabr","LG16",11038928,11064095
"Dlabr","LG5",24421268,24426075
"Dlabr","LG9",14783331,14786281
"Dlabr","LG13",7578043,7579568
"Dlabr","LG10",20747429,20750771
"Dlabr","LG11",2163598,2165401
"Dlabr","LG4",22566879,22568833
"Dlabr","LG12",7313204,7318451
"Dlabr","LG16",17632606,17638580
"Dlabr","LG10",18263829,18265211
"Dlabr","LG8",20695098,20697007
"Dlabr","LG5",17851217,17853995
"Dlabr","LG18-21",6430669,6432034
"Dlabr","LG11",9206092,9210390
"Dlabr","LG10",17322327,17331175
"Dlabr","LG5",26601992,26606278
"Dlabr","LG9",10892100,10893591
"Dlabr","LG19",13594373,13597375
"Dlabr","LG18-21",3687687,3691195
"Dlabr","LG7",21548458,21555220
"Dlabr","LG17",509289,533046
"Dlabr","LG20",3968263,3972822
"Dlabr","LG20",23602539,23605709
"Dlabr","LG17",20947117,20954022
"Dlabr","LG9",10023245,10030392
"Dlabr","LG22-25",15065732,15089171
"Dlabr","LG5",390719,397040
"Dlabr","LG7",2207266,2224835
"Dlabr","LGx",5821830,5824142
"Dlabr","LG7",9841804,9845812
"Dlabr","LG9",12975693,12984189
"Dlabr","LGx",4881141,4882016
"Dlabr","LG2",12801739,12804666
"Dlabr","LG20",12729697,12732387
"Dlabr","LG5",20014191,20015873
"Dlabr","LG6",11620824,11630508
"Dlabr","LG1A",22467977,22468999
"Dlabr","LG19",10845591,10847814
"Dlabr","LG6",4600763,4614737
"Dlabr","LG6",9765758,9768963
"Dlabr","LG2",20666423,20672128
"Dlabr","UN",8192873,8193856
"Dlabr","LG9",20456849,20460552
"Dlabr","LG20",7839938,7841857
"Dlabr","LGx",16300626,16303022
"Dlabr","LG12",11195667,11198583
"Dlabr","LG9",2403346,2405413
"Dlabr","LG20",10132196,10137672
"Dlabr","LG2",15600919,15606062
"Dlabr","LG3",5022406,5023119
"Dlabr","LG16",12615354,12617217
"Dlabr","LG16",8141720,8143737
"Dlabr","LG5",21520684,21523036
"Dlabr","LG2",10684492,10690313
"Dlabr","LG10",7593166,7597036
"Dlabr","LG12",11628798,11660303
"Dlabr","LG22-25",2007541,2009106
"Dlabr","LG1B",13703228,13706798
"Dlabr","LG20",8917324,8920228
"Dlabr","LG7",1579942,1587605
"Dlabr","LG1A",9967793,10020442
"Dlabr","LG16",20990315,20991909
"Dlabr","LG19",16286065,16287644
"Dlabr","LG17",9128824,9132035
"Dlabr","LG22-25",1327672,1329069
"Dlabr","LG4",19636294,19641375
"Dlabr","LG18-21",2306503,2309396
"Dlabr","UN",6338323,6343957
"Dlabr","LG4",11891906,11893484
"Dlabr","LG19",13039598,13044795
"Dlabr","LG4",9091247,9095881
"Dlabr","LG2",23340730,23344168
"Dlabr","LG11",5129722,5135524
"Dlabr","LG1A",11553616,11569285
"Dlabr","LG3",9289716,9291799
"Dlabr","LG4",5860424,5862817
"Dlabr","LG12",12190494,12193372
"Dlabr","LG20",16770010,16775029
"Dlabr","LG9",13433388,13438894
"Dlabr","LG1A",9184692,9186272
"Dlabr","LG6",25896608,25897864
"Dlabr","LG1A",18027773,18029931
"Dlabr","LG4",14140840,14145471
"Dlabr","LG11",11333005,11334691
